	Lineage	Species	Graph	Taxid	Common_name	Order	Female_maturity_(yrs)	Mass_(g)	Notes_on_missing_life_history	Expected_lifespan	Highest_max	Curated_Q90	Curated_Q95	Curated_E90	Curated_E95	Curated_max	Curated_lq	Curated_females_max	Curated_males_max
89	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Cervinae,Elaphurus,Elaphurus davidianus	Elaphurus davidianus		43332	Pere David's deer	Artiodactyla	2.25	186500.0		33.6	27.5	no age record available	no age record available	no age record available	no age record available	27.5	0.82		
90	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Hippocamelus,Hippocamelus antisensis	Hippocamelus antisensis		371035	Taruca, or Guemals	Artiodactyla	1.22	45000.0	Age at female sexual maturity filled using lineage; 	25.79	10.6	no age record available	no age record available	no age record available	no age record available	10.6	0.41		
91	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Hydropotinae,Hydropotes,Hydropotes inermis	Hydropotes inermis		9883	Chinese water deer	Artiodactyla	0.5	11500.0		20.01	13.92	no age record available	no age record available	no age record available	no age record available	13.92	0.7		
92	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Mazama,Mazama americana	Mazama americana		43334	Red brocket	Artiodactyla	1.08	33000.0		24.35	17.1	no age record available	no age record available	no age record available	no age record available	17.1	0.7		
93	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Subulo,Subulo gouazoubira	Subulo gouazoubira		52407	Gray brocket	Artiodactyla	1.08	17000.0		21.52	14.8	no age record available	no age record available	no age record available	no age record available	14.8	0.69		
94	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Muntiacinae,Muntiacus,Muntiacus muntjak	Muntiacus muntjak		9888	Indian muntjac	Artiodactyla	0.74	21000.0		22.38	18.8	no age record available	no age record available	no age record available	no age record available	18.8	0.84		
95	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Odocoileus,Odocoileus virginianus	Odocoileus virginianus	Available	9874	White-tailed deer	Artiodactyla	0.85	87000.0		29.16	33.23	15.86	18.34	19.31	21.72	23.14	0.79	33.23	31.73
96	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Pudu,Pudu mephistophiles	Pudu mephistophiles		1088059	Northern pudu	Artiodactyla	0.75	6000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	17.73	10.0	no age record available	no age record available	no age record available	no age record available	10.0	0.56		
97	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Pudu,Pudu puda	Pudu puda		163861	Southern pudu	Artiodactyla	0.75	10000.0		19.5	18.3	no age record available	no age record available	no age record available	no age record available	18.3	0.94		
98	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Rangifer,Rangifer tarandus	Rangifer tarandus		9870	Caribou, or Reindeer	Artiodactyla	1.81	101250.0		29.99	21.8	no age record available	no age record available	no age record available	no age record available	21.8	0.73	10.0	8.0
99	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Giraffidae,Giraffa,Giraffa camelopardalis	Giraffa camelopardalis		9894	Giraffe	Artiodactyla	3.5	800000.0		44.05	39.5	no age record available	no age record available	no age record available	no age record available	39.5	0.9	26.0	
100	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Giraffidae,Okapia,Okapia johnstoni	Okapia johnstoni		86973	Okapi	Artiodactyla	1.58	225000.0		34.79	33.5	no age record available	no age record available	no age record available	no age record available	33.5	0.96		
101	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Ancodonta,Hippopotamidae,Hexaprotodon,Hexaprotodon liberiensis	Hexaprotodon liberiensis		56798	Pygmy hippopotamus	Artiodactyla	3.5	215000.0		34.5	43.83	no age record available	no age record available	no age record available	no age record available	43.83	1.27		
102	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Ancodonta,Hippopotamidae,Hippopotamus,Hippopotamus amphibius	Hippopotamus amphibius	Available	9833	Hippopotamus	Artiodactyla	3.5	3750000.0		58.72	61.21	48.34	50.98	51.98	54.17	55.43	0.94	61.21	59.23
103	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Suidae,Babyrousa,Babyrousa babyrussa	Babyrousa babyrussa		41806	Babirusa	Artiodactyla	1.5	71500.0		28.11	24.0	no age record available	no age record available	no age record available	no age record available	24.0	0.85		
104	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Suidae,Phacochoerus,Phacochoerus aethiopicus	Phacochoerus aethiopicus		85517	Desert Warthog	Artiodactyla	1.55	71000.0	Mass filled from web encyclopedia; 	28.08	18.8	no age record available	no age record available	no age record available	no age record available	18.8	0.67		
105	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Suidae,Potamochoerus,Potamochoerus porcus	Potamochoerus porcus		273791	Red river hog	Artiodactyla	3.0	88000.0		29.22	22.0	no age record available	no age record available	no age record available	no age record available	22.0	0.75		
106	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Suidae,Porcula,Porcula salvania	Porcula salvania		476284	Pygmy hog	Artiodactyla	1.92	8000.0		18.71	14.0	no age record available	no age record available	no age record available	no age record available	14.0	0.75		
107	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Suidae,Sus,Sus scrofa	Sus scrofa	Available	9823	Wild boar	Artiodactyla	0.91	130000.0		31.42	27.0	14.97	16.44	17.03	18.46	19.32	0.61	25.4	24.1
108	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Suidae,Sus,Sus verrucosus	Sus verrucosus		159856	Javan pig	Artiodactyla	0.75	76000.0		28.43	17.0	no age record available	no age record available	no age record available	no age record available	17.0	0.6		
109	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Tayassuidae,Tayassu,Tayassu pecari	Tayassu pecari		30535	White-lipped peccary	Artiodactyla	1.5	22000.0		22.58	28.5	no age record available	no age record available	no age record available	no age record available	28.5	1.26		
110	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,Tayassuidae,Dicotyles,Dicotyles tajacu	Dicotyles tajacu		9829	Collared peccary	Artiodactyla	0.9	20200.0		22.22	31.5	no age record available	no age record available	no age record available	no age record available	31.5	1.42		
111	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Tragulina,Tragulidae,Hyemoschus,Hyemoschus aquaticus	Hyemoschus aquaticus		666915	Water chevrotain	Artiodactyla	1.1	11000.0		19.85	14.0	no age record available	no age record available	no age record available	no age record available	14.0	0.71		
112	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Tragulina,Tragulidae,Tragulus,Tragulus javanicus	Tragulus javanicus		9849	Lesser mouse-deer	Artiodactyla	0.46	2850.0		15.44	14.0	no age record available	no age record available	no age record available	no age record available	14.0	0.91		
113	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Tragulina,Tragulidae,Tragulus,Tragulus napu	Tragulus napu		9848	Greater mouse-deer	Artiodactyla	0.38	6500.0		18.0	16.7	no age record available	no age record available	no age record available	no age record available	16.7	0.93		
114	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Musteloidea,Ailuridae,Ailurus,Ailurus fulgens	Ailurus fulgens		9649	Red panda	Carnivora	1.51	4325.0		16.68	19.0	no age record available	no age record available	no age record available	no age record available	19.0	1.14		
115	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Ursidae,Ailuropoda,Ailuropoda melanoleuca	Ailuropoda melanoleuca		9646	Giant panda	Carnivora	6.0	117500.0		30.83	36.8	no age record available	no age record available	no age record available	no age record available	36.8	1.19		
116	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes lagopus	Vulpes lagopus		494514	Arctic fox	Carnivora	0.83	5200.0		17.27	16.3	no age record available	no age record available	no age record available	no age record available	16.3	0.94		
117	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Atelocynus,Atelocynus microtis	Atelocynus microtis		68722	Short-eared dog	Carnivora	1.01	9500.0	Age at female sexual maturity filled using lineage; 	19.31	11.9	no age record available	no age record available	no age record available	no age record available	11.9	0.62		
118	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis adustus	Canis adustus		68723	Side-striped jackal	Carnivora	0.75	10250.0		19.59	13.7	no age record available	no age record available	no age record available	no age record available	13.7	0.7		
119	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis aureus	Canis aureus		68724	Golden jackal	Carnivora	0.91	11000.0		19.85	18.8	no age record available	no age record available	no age record available	no age record available	18.8	0.95		
120	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis lupus	Canis lupus 		9612	Domestic dog	Carnivora	1.4	40000.0		25.23	29.5	no age record available	no age record available	no age record available	no age record available	29.5	1.17		
121	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis latrans	Canis latrans	Available	9614	Coyote	Carnivora	0.75	13250.0		20.55	22.6	16.32	17.14	17.77	18.8	19.69	0.96	20.16	22.6
122	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis lupus	Canis lupus	Available	9612	Gray wolf	Carnivora	1.83	26625.0		23.39	20.6	14.83	15.84	16.1	17.01	17.57	0.75	16.36	19.44
123	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis mesomelas	Canis mesomelas		68725	Black-backed jackal	Carnivora	0.85	10250.0		19.59	16.7	no age record available	no age record available	no age record available	no age record available	16.7	0.85		
124	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Canis,Canis rufus	Canis rufus		45781	Red wolf	Carnivora	1.08	39000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	25.12	20.0	no age record available	no age record available	no age record available	no age record available	20.0	0.8		
125	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Cerdocyon,Cerdocyon thous	Cerdocyon thous		9620	Crab-eating fox	Carnivora	0.75	6500.0		18.0	12.7	no age record available	no age record available	no age record available	no age record available	12.7	0.71		
126	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Chrysocyon,Chrysocyon brachyurus	Chrysocyon brachyurus		68728	Maned wolf	Carnivora	2.0	21500.0		22.48	16.8	no age record available	no age record available	no age record available	no age record available	16.8	0.75		
127	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Cuon,Cuon alpinus	Cuon alpinus		68730	Dhole	Carnivora	1.0	15750.0		21.22	16.1	no age record available	no age record available	no age record available	no age record available	16.1	0.76		
128	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes zerda	Vulpes zerda		68732	Fennec	Carnivora	0.75	1250.0		13.24	16.3	no age record available	no age record available	no age record available	no age record available	16.3	1.23		
129	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Lycaon,Lycaon pictus	Lycaon pictus		9622	African Malddaba_life_table dog	Carnivora	1.75	26500.0		23.37	17.0	7.0	10.0	no age record available	no age record available	17.0	0.73		
130	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Nyctereutes,Nyctereutes procyonoides	Nyctereutes procyonoides		34880	Raccoon dog	Carnivora	0.83	6500.0		18.0	16.6	no age record available	no age record available	no age record available	no age record available	16.6	0.92		
131	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Otocyon,Otocyon megalotis	Otocyon megalotis		9624	Bat-eared fox	Carnivora	1.0	4150.0		16.56	17.0	no age record available	no age record available	no age record available	no age record available	17.0	1.03		
132	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Lycalopex,Lycalopex gymnocercus	Lycalopex gymnocercus		425201	Pampas fox	Carnivora	0.83	8500.0		18.92	13.7	no age record available	no age record available	no age record available	no age record available	13.7	0.72		
133	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Speothos,Speothos venaticus	Speothos venaticus		68741	Bush dog	Carnivora	0.83	6000.0		17.73	14.1	no age record available	no age record available	no age record available	no age record available	14.1	0.8		
134	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Urocyon,Urocyon cinereoargenteus	Urocyon cinereoargenteus	Available	55040	Gray fox	Carnivora	0.94	4750.0		16.98	22.86	14.89	15.65	16.5	17.67	18.73	1.1	22.86	19.72
135	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes bengalensis	Vulpes bengalensis		2494276	Indian fox	Carnivora	0.92	2375.0	Age at female sexual maturity filled using lineage; 	14.92	10.0	no age record available	no age record available	no age record available	no age record available	10.0	0.67		
136	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes cana	Vulpes cana		354190	Blanford's fox	Carnivora	0.83	1000.0		12.71	10.0	no age record available	no age record available	no age record available	no age record available	10.0	0.79		
137	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes chama	Vulpes chama		9626	Cape fox	Carnivora	0.75	4000.0		16.44	10.0	no age record available	no age record available	no age record available	no age record available	10.0	0.61		
138	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes macrotis	Vulpes macrotis		9630	Kit fox	Carnivora	1.0	2500.0		15.07	20.0	no age record available	no age record available	no age record available	no age record available	20.0	1.33		
139	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes pallida	Vulpes pallida		1224817	Pale fox	Carnivora	0.86	2800.0		15.39	16.0	no age record available	no age record available	no age record available	no age record available	16.0	1.04		
140	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes velox	Vulpes velox		9631	Swift fox	Carnivora	1.0	2400.0		14.95	15.9	no age record available	no age record available	no age record available	no age record available	15.9	1.06		
141	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Canidae,Vulpes,Vulpes vulpes	Vulpes vulpes	Available	9627	Red fox	Carnivora	0.83	4131.7		16.54	25.02	13.54	14.52	15.3	16.59	17.99	1.09	25.02	24.33
142	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Acinonyx,Acinonyx jubatus	Acinonyx jubatus		32536	Cheetah	Carnivora	1.25	53500.0		26.64	20.5	no age record available	no age record available	no age record available	no age record available	20.5	0.77		
143	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Caracal,Caracal caracal	Caracal caracal		61394	Caracal	Carnivora	1.25	16000.0		21.28	20.3	no age record available	no age record available	no age record available	no age record available	20.3	0.95		
144	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Felis,Felis catus	Felis catus	Available	9685	Domestic cat	Carnivora	0.79	3900.0		16.37	34.0	15.67	17.04	17.47	18.59	19.15	1.17		
145	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Puma,Puma concolor	Puma concolor	Available	9696	Cougar	Carnivora	2.5	63000.0		27.46	34.95	19.1	20.39	21.28	22.89	24.32	0.89	34.95	29.88
146	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Lynx,Lynx lynx	Lynx lynx		13125	Eurasian lynx	Carnivora	1.75	23000.0		22.77	26.8	no age record available	no age record available	no age record available	no age record available	26.8	1.18		
147	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Felis,Felis nigripes	Felis nigripes		61379	Black-footed cat	Carnivora	1.22	2125.0		14.62	15.6	no age record available	no age record available	no age record available	no age record available	15.6	1.07		
148	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Leopardus,Leopardus pardalis	Leopardus pardalis		32538	Ocelot	Carnivora	1.64	8800.0		19.04	28.2	no age record available	no age record available	no age record available	no age record available	28.2	1.48		
149	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Lynx,Lynx rufus	Lynx rufus	Available	61384	Bobcat	Carnivora	1.0	8600.0		18.96	32.33	22.31	23.36	23.79	24.82	25.46	1.34	26.77	29.59
